"ensembl_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME","gene_label","regulation"
"ENSG00000187764",4.2740870063799,4.73665378426962,28.1015140415862,5.17163947241313e-08,3.56396731860253e-05,9.40966171261897,"SEMA4D","10507","semaphorin 4D","SEMA4D","Up"
"ENSG00000145901",4.2898880261378,8.36533447296264,28.0833328428993,5.19320746490644e-08,3.56396731860253e-05,9.4831916130251,"TNIP1","10318","TNFAIP3 interacting protein 1","TNIP1","Up"
"ENSG00000004468",9.34828889333225,3.65246992358673,28.0705135685258,5.20847707672902e-08,3.56396731860253e-05,8.52147148188259,"CD38","952","CD38 molecule","CD38","Up"
"ENSG00000123610",8.25616380275255,5.58713644929482,28.0053142171115,5.28694489646998e-08,3.56396731860253e-05,9.23992630172389,"TNFAIP6","7130","TNF alpha induced protein 6","TNFAIP6","Up"
"ENSG00000165140",-4.05802676324196,7.4199970522609,-27.525644687967,5.90805043243298e-08,3.77488402122804e-05,9.36196695858299,"FBP1","2203","fructose-bisphosphatase 1","FBP1","Down"
"ENSG00000107968",3.8527691482671,4.95056214575159,27.425228396082,6.04849940751893e-08,3.77488402122804e-05,9.30118508035615,"MAP3K8","1326","mitogen-activated protein kinase kinase kinase 8","MAP3K8","Up"
"ENSG00000121769",-4.66133571486593,3.52889405075293,-27.3200124283174,6.1998095183083e-08,3.77488402122804e-05,9.00117339444983,"FABP3","2170","fatty acid binding protein 3","FABP3","Down"
"ENSG00000146457",3.2129659373714,6.80615711093554,26.9859464107493,6.70997085106758e-08,3.95783436918439e-05,9.24104515793038,"WTAP","9589","WT1 associated protein","WTAP","Up"
"ENSG00000136286",5.30015250520712,6.60677033470094,26.693214472333,7.19713355495172e-08,4.11654229847617e-05,9.16448938794721,"MYO1G","64005","myosin IG","MYO1G","Up"
"ENSG00000275302",7.4045249265363,3.69801231289095,26.4443464257345,7.6435816572688e-08,4.21879543643759e-05,8.62107384577517,"CCL4","6351","C-C motif chemokine ligand 4","CCL4","Up"
"ENSG00000274286",-8.34810823147526,2.16538337935012,-26.3490498860671,7.82293193511606e-08,4.21879543643759e-05,7.48161405780506,"ADRA2B","151","adrenoceptor alpha 2B","ADRA2B","Down"
"ENSG00000133639",3.40214977917958,6.15822631094768,26.2045457458123,8.10423280782235e-08,4.24909428465686e-05,9.05797364213494,"BTG1","694","BTG anti-proliferation factor 1","BTG1","Up"
"ENSG00000008853",-3.19986504403809,5.17457232329053,-25.7217248462194,9.13239026077211e-08,4.59261254882362e-05,8.92566060021989,"RHOBTB2","23221","Rho related BTB domain containing 2","RHOBTB2","Down"
"ENSG00000125430",7.60771132079246,3.79982490266331,25.6722259416054,9.24605440292967e-08,4.59261254882362e-05,8.4887158402336,"HS3ST3B1","9953","heparan sulfate-glucosamine 3-sulfotransferase 3B1","HS3ST3B1","Up"
"ENSG00000188906",3.48054954083448,5.56007203095545,25.4496804976584,9.7776648507892e-08,4.73213907842682e-05,8.87248241680504,"LRRK2","120892","leucine rich repeat kinase 2","LRRK2","Up"
"ENSG00000148773",-4.39150410541074,3.03947122955335,-25.3444863623945,1.00411638094107e-07,4.73817417256567e-05,8.56326283431513,"MKI67","4288","marker of proliferation Ki-67","MKI67","Down"
"ENSG00000107338",-4.54219289899137,3.44951970618357,-25.0206492543564,1.09052324450126e-07,5.02039664389299e-05,8.54333782315559,"SHB","6461","SH2 domain containing adaptor protein B","SHB","Down"
"ENSG00000130204",-3.03681520685453,5.99810123499983,-24.8576426341715,1.1372438505367e-07,5.11082801878102e-05,8.72833952638224,"TOMM40","10452","translocase of outer mitochondrial membrane 40","TOMM40","Down"
"ENSG00000124882",6.41296794205133,3.98926275207536,24.4400150016816,1.26785874750286e-07,5.56531019979452e-05,8.40955518202572,"EREG","2069","epiregulin","EREG","Up"
"ENSG00000177301",-4.98949096308149,3.33023461430203,-24.130218854151,1.37597610260293e-07,5.88542561611737e-05,8.30130078665059,"KCNA2","3737","potassium voltage-gated channel subfamily A member 2","KCNA2","Down"
"ENSG00000121152",-7.43110792388825,3.01824382614763,-24.0567628963076,1.40314782900811e-07,5.88542561611737e-05,7.87831584179628,"NCAPH","23397","non-SMC condensin I complex subunit H","NCAPH","Down"
"ENSG00000116514",4.50662658348837,6.89555116067339,23.9501294829529,1.44370046931641e-07,5.88692891498382e-05,8.49560064208887,"RNF19B","127544","ring finger protein 19B","RNF19B","Up"
"ENSG00000143384",2.93310334234579,8.3707292932301,23.893248033901,1.46588428611518e-07,5.88692891498382e-05,8.48046852361907,"MCL1","4170","MCL1 apoptosis regulator, BCL2 family member","MCL1","Up"
"ENSG00000108679",3.76904742239132,5.58173673937413,23.7643885848473,1.51760893085061e-07,5.96289013644337e-05,8.44318536536571,"LGALS3BP","3959","galectin 3 binding protein","LGALS3BP","Up"
"ENSG00000091136",5.74229607828116,2.88882839245917,23.6541345883922,1.5635409216396e-07,5.96289013644337e-05,8.09148466366841,"LAMB1","3912","laminin subunit beta 1","LAMB1","Up"
"ENSG00000142197",-3.31934334608292,6.78688981716992,-23.5966435893878,1.58812643097956e-07,5.96289013644337e-05,8.40121097856003,"DOP1B","9980","DOP1 leucine zipper like protein B","DOP1B","Down"
"ENSG00000136478",-2.98545013210241,5.91967640039939,-23.4715849000505,1.64316195967089e-07,5.96289013644337e-05,8.36683396127711,"TEX2","55852","testis expressed 2","TEX2","Down"
"ENSG00000134668",-3.2886271512956,5.46899728896319,-23.4352248509518,1.65957355505785e-07,5.96289013644337e-05,8.35465486076939,"SPOCD1","90853","SPOC domain containing 1","SPOCD1","Down"
"ENSG00000086062",2.76822314082902,8.24390818691525,23.40284480138,1.67434795884238e-07,5.96289013644337e-05,8.3486074137038,"B4GALT1","2683","beta-1,4-galactosyltransferase 1","B4GALT1","Up"
"ENSG00000178385",2.69986991682009,5.93781748439206,23.322238201339,1.71179048643343e-07,5.98334174656129e-05,8.32662066527396,"PLEKHM3","389072","pleckstrin homology domain containing M3","PLEKHM3","Up"
"ENSG00000133106",5.89809637895919,4.60607302834879,23.1843041929479,1.77812445544668e-07,6.10219983573746e-05,8.22164002588933,"EPSTI1","94240","epithelial stromal interaction 1","EPSTI1","Up"
"ENSG00000138378",7.16713488661981,2.50498033954611,22.9964867382293,1.87326991747042e-07,6.25003624936723e-05,7.64385994335578,"STAT4","6775","signal transducer and activator of transcription 4","STAT4","Up"
"ENSG00000163082",4.43953558454063,2.37069359506173,22.9594665063863,1.89270906564134e-07,6.25003624936723e-05,7.96207214253451,"SGPP2","130367","sphingosine-1-phosphate phosphatase 2","SGPP2","Up"
